,UG,SIGLA,CGCFEX,RM,COMANDO,CIDADE,UF,PROGRAMA,AÇÃO,NOME_ACAO,UGR,NOME_UGR,PTRES,PI,RADICAL_4_PI,MEIO_3_PI,SUFIXO_4_PI,NOME_PI,ND,NOME_ND,NDSI,NOME_NDSI,NE,ANO,DATA,CHAVE,FAV,NOME_CREDOR,UF_FAV,TIPO,DIAS,UF_UG,FONTE,MOD_LIC,TIPO_NE,RP,NOME_RP,TIPO_CREDITO,NOME_TIPO_CREDITO,PO,AUTOR_EMENDA,NOME_AUTOR_EMENDA,LOCAL,NOME_UO,UO,A_LIQUIDAR,LIQUIDADO_A_PAGAR,TOTAL_A_PAGAR,PAGO
190,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,DF5SCHPVANA,DF5S,CHP,VANA,PVANA,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903399,OUTRAS DESPESAS COM LOCOMOCAO,2024NE001548,2024,2024-11-01,160129000012024NE001548,42405129000120,MASTER TRAVEL AGENCIA DE VIAGENS E TURISMO LTDA,SC,ANO,4,MG,1000000000,DISPENSA DE LICITACAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,1200.0,0.0,1200.0,0.0
191,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,DF5SCHPVANA,DF5S,CHP,VANA,PVANA,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903399,OUTRAS DESPESAS COM LOCOMOCAO,2024NE001549,2024,2024-11-01,160129000012024NE001549,42405129000120,MASTER TRAVEL AGENCIA DE VIAGENS E TURISMO LTDA,SC,ANO,4,MG,1000000000,DISPENSA DE LICITACAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,1200.0,0.0,1200.0,0.0
194,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,GPDPDSVPAME,GPDP,DSV,PAME,DSLC A SV PREP ADM MIS EXT,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE001013,2024,2024-09-06,160129000012024NE001013,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,60,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,72.26,72.26,207.01
195,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,GPDPDSVPAME,GPDP,DSV,PAME,DSLC A SV PREP ADM MIS EXT,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE001018,2024,2024-09-06,160129000012024NE001018,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,60,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,545.92
196,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,GPDPDSVPAME,GPDP,DSV,PAME,DSLC A SV PREP ADM MIS EXT,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE001038,2024,2024-09-13,160129000012024NE001038,14807420000199,FACTO TURISMO  LTDA,SP,ANO,53,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,895.86
197,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,GPDPDSVPAME,GPDP,DSV,PAME,DSLC A SV PREP ADM MIS EXT,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE001170,2024,2024-10-04,160129000012024NE001170,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,32,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,1027.42,0.0,1027.42,0.0
198,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,GPENDIHCAPE,GPEN,DIH,CAPE,CAPACITACAO DE PESSOAL,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903302,PASSAGENS PARA O EXTERIOR,2024NE001269,2024,2024-10-30,160129000012024NE001269,14807420000199,FACTO TURISMO  LTDA,SP,ANO,6,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,102001.0,0.0,102001.0,0.0
200,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATCPCOM,IDDS,ATC,PCOM,DESLOCAMENTO P CURSO PREP P COMANDANTES OM,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000856,2024,2024-07-17,160129000012024NE000856,14807420000199,FACTO TURISMO  LTDA,SP,ANO,111,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,766.66,32.8,799.46,836.54
201,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000118,2024,2024-02-22,160129000012024NE000118,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,257,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,364.34
202,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000324,2024,2024-03-26,160129000012024NE000324,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,434.92
203,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000325,2024,2024-03-26,160129000012024NE000325,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,434.92
204,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000326,2024,2024-03-26,160129000012024NE000326,14807420000199,FACTO TURISMO  LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,2421.75
205,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000327,2024,2024-03-26,160129000012024NE000327,14807420000199,FACTO TURISMO  LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,2421.75
206,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000328,2024,2024-03-26,160129000012024NE000328,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,317.1
207,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000329,2024,2024-03-26,160129000012024NE000329,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,224,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,317.1
208,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000331,2024,2024-03-27,160129000012024NE000331,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,223,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,897.4
209,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000335,2024,2024-04-01,160129000012024NE000335,14807420000199,FACTO TURISMO  LTDA,SP,ANO,218,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,939.16
210,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000336,2024,2024-04-01,160129000012024NE000336,14807420000199,FACTO TURISMO  LTDA,SP,ANO,218,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,939.16
211,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000876,2024,2024-07-29,160129000012024NE000876,14807420000199,FACTO TURISMO  LTDA,SP,ANO,99,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,50.77,50.77,1375.08
212,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000942,2024,2024-08-14,160129000012024NE000942,14807420000199,FACTO TURISMO  LTDA,SP,ANO,83,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,72.09,72.09,991.33
213,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE000943,2024,2024-08-14,160129000012024NE000943,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,83,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,0.0,29.94,29.94,394.79
214,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,0032,2000,ADMINISTRACAO DA UNIDADE,160505,DGP,171404,IDDSATSPCEB,IDDS,ATS,PCEB,DESL PARA CURSOS E ESTAGIOS NO AMBITODO EB,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903301,PASSAGENS PARA O PAIS,2024NE001107,2024,2024-09-26,160129000012024NE001107,21331404000138,ORLEANS VIAGENS E TURISMO LTDA,SP,ANO,40,MG,1000000000,PREGAO,GLOBAL,2,PRIMARIO DISCRICIONARIO,A,INICIAL (LOA),000A,000000000000,SEM EMENDA,ESA,COMANDO DO EXERCITO,52121,359.17,61.19,420.36,806.76
371,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE000897,2023,2023-07-25,160129000012023NE000897,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,469,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,12000.0
372,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE000898,2023,2023-07-25,160129000012023NE000898,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,469,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,5400.0
373,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE000960,2023,2023-08-08,160129000012023NE000960,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,455,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,24950.0
374,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE000989,2023,2023-08-11,160129000012023NE000989,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,452,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,10800.0
375,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE000990,2023,2023-08-11,160129000012023NE000990,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,452,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,24451.0
376,160129,ESA,4º CGCFEx,4ª RM,CML,Três Corações,MG,6012,212O,MOVIMENTACAO DE MILITARES,160505,DGP,171389,D6DAATSLOCO,D6DA,ATS,LOCO,ATS - ATIVIDADES SETORIAIS,339033,PASSAGENS E DESPESAS COM LOCOMOCAO,33903304,MUDANCAS EM OBJETO DE SERVICO,2023NE001018,2023,2023-08-16,160129000012023NE001018,03849500000190,A. CENTRAL TRANSPORTES LTDA,PR,RPNP,447,MG,1000000000,PREGAO,ESTIMATIVO,1,PRIMARIO OBRIGATORIO,A,INICIAL (LOA),0000,000000000000,SEM EMENDA,ESCOLA DE SARGENTOS DAS ARMAS,COMANDO DO EXERCITO,52121,0.0,0.0,0.0,9900.0
