UG,SIGLA,CGCFEX,RM,COMANDO,CIDADE,UF,PROGRAMA,AÇÃO,"NOME ACAO",UGR,"NOME UGR",PTRES,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI","NOME PI",ND,"NOME ND",NDSI,"NOME NDSI",NE,ANO,DATA,CHAVE,FAV,"NOME CREDOR","UF FAV",TIPO,DIAS,"UF UG",FONTE,"MOD LIC","TIPO NE",RP,"NOME RP","TIPO CREDITO","NOME TIPO CREDITO",PO,"AUTOR EMENDA","NOME AUTOR EMENDA",LOCAL,"NOME UO",UO,"A LIQUIDAR","LIQUIDADO A PAGAR","TOTAL A PAGAR",PAGO
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACNTMABM,I3DA,CNT,MABM,"MNT DE MÁQ E EQP ADMINISTRATIVOS",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903917,"MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS",2025NE000057,2025,12/02/25,160129000012025NE000057,56062746000184,"JHP SCIENTIFIC MANUTENCAO DE MAQUINAS E APARELHOS INDU",SP,ANO,35,MG,1000000000,PREGAO,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155","COMANDO DO EXERCITO",52121,"5.840,00","0,00","5.840,00","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPAGES,I3DA,CSP,AGES,"CONCESSIONÁRIAS DE ÁGUA E ESGOTO",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903944,"SERVICOS DE AGUA E ESGOTO",2024NE000892,2024,31/07/24,160129000012024NE000892,17281106000103,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG",MG,RPNP,231,MG,3000000000,INEXIGIBILIDADE,ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA",ESA,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","1.422,61"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPAGES,I3DA,CSP,AGES,"CONCESSIONÁRIAS DE ÁGUA E ESGOTO",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903944,"SERVICOS DE AGUA E ESGOTO",2025NE000060,2025,13/02/25,160129000012025NE000060,17281106000103,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG",MG,ANO,34,MG,1000000000,INEXIGIBILIDADE,ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"11.183,47","0,00","11.183,47","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPCORR,I3DA,CSP,CORR,"SERVICO POSTAIS",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903947,"SERVICOS DE COMUNICACAO EM GERAL",2024NE000363,2024,10/04/24,160129000012024NE000363,34028316001509,"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS",MG,RPNP,343,MG,1000000000,"DISPENSA DE LICITACAO",GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRES CORACOES - MG, 37410-155","COMANDO DO EXERCITO",52121,"14.574,66","290,05","14.864,71","7.395,29"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPCORR,I3DA,CSP,CORR,"SERVICO POSTAIS",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903947,"SERVICOS DE COMUNICACAO EM GERAL",2025NE000005,2025,16/01/25,160129000012025NE000005,34028316001509,"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS",MG,ANO,62,MG,1000000000,"DISPENSA DE LICITACAO",GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"3.710,00","0,00","3.710,00","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPENEL,I3DA,CSP,ENEL,"DESPESAS COM ENERGIA ELETRICA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903943,"SERVICOS DE ENERGIA ELETRICA",2024NE000891,2024,31/07/24,160129000012024NE000891,06981180000116,"CEMIG DISTRIBUICAO S.A",MG,RPNP,231,MG,3000000000,"DISPENSA DE LICITACAO",ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","SEM INFORMACAO","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","4.468,09"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPENEL,I3DA,CSP,ENEL,"DESPESAS COM ENERGIA ELETRICA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903943,"SERVICOS DE ENERGIA ELETRICA",2024NE001543,2024,31/10/24,160129000012024NE001543,06981180000116,"CEMIG DISTRIBUICAO S.A",MG,RPNP,139,MG,1000000000,"DISPENSA DE LICITACAO",ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","120.224,84"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPENEL,I3DA,CSP,ENEL,"DESPESAS COM ENERGIA ELETRICA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903943,"SERVICOS DE ENERGIA ELETRICA",2025NE000059,2025,13/02/25,160129000012025NE000059,06981180000116,"CEMIG DISTRIBUICAO S.A",MG,ANO,34,MG,1000000000,"DISPENSA DE LICITACAO",ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"14.494,87","0,00","14.494,87","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPENEL,I3DA,CSP,ENEL,"DESPESAS COM ENERGIA ELETRICA",339047,"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS",33904722,"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA",2024NE001207,2024,10/10/24,160129000012024NE001207,06981180000116,"CEMIG DISTRIBUICAO S.A",MG,RPNP,160,MG,3000000000,"DISPENSA DE LICITACAO",ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA",ESA.,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","938,31"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPTELF,I3DA,CSP,TELF,"SERVICO DE TELEFONIA FIXA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903958,"SERVICOS DE TELECOMUNICACOES",2024NE000006,2024,12/01/24,160129000012024NE000006,65295172000185,"METODO TELECOMUNICACOES E COMERCIO LTDA",MG,RPNP,432,MG,1000000000,PREGAO,ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRES CORACOES - MG, 37410-155","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","497,61"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPTELF,I3DA,CSP,TELF,"SERVICO DE TELEFONIA FIXA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903958,"SERVICOS DE TELECOMUNICACOES",2024NE000075,2024,15/02/24,160129000012024NE000075,65295172000185,"METODO TELECOMUNICACOES E COMERCIO LTDA",MG,RPNP,398,MG,1000000000,PREGAO,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","289,33"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPTELF,I3DA,CSP,TELF,"SERVICO DE TELEFONIA FIXA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903958,"SERVICOS DE TELECOMUNICACOES",2024NE000366,2024,10/04/24,160129000012024NE000366,65295172000185,"METODO TELECOMUNICACOES E COMERCIO LTDA",MG,RPNP,343,MG,1000000000,PREGAO,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"5.299,86","0,00","5.299,86","2.126,69"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPTELF,I3DA,CSP,TELF,"SERVICO DE TELEFONIA FIXA",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903958,"SERVICOS DE TELECOMUNICACOES",2025NE000006,2025,16/01/25,160129000012025NE000006,65295172000185,"METODO TELECOMUNICACOES E COMERCIO LTDA",MG,ANO,62,MG,1000000000,PREGAO,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155","COMANDO DO EXERCITO",52121,"2.204,84","0,00","2.204,84","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DACSPTELM,I3DA,CSP,TELM,"SERVICO DE TELEFONIA MOVEL",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903958,"SERVICOS DE TELECOMUNICACOES",2024NE000514,2024,23/05/24,160129000012024NE000514,02421421000111,"TIM S A",RJ,RPNP,300,MG,1000000000,INEXIGIBILIDADE,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","SEM INFORMACAO","COMANDO DO EXERCITO",52121,"799,02","152,27","951,29","2.264,53"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE002348,2024,26/11/24,160129000012024NE002348,20531237000106,"CONFIANCE COMERCIO VAREJISTA LTDA",SP,RPNP,113,MG,1000000000,PREGAO,ORDINARIO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","900,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE002349,2024,26/11/24,160129000012024NE002349,01255291000121,"H.A DISTRIBUIDORA LTDA",MG,RPP,113,MG,1000000000,PREGAO,ORDINARIO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","1.890,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE002351,2024,26/11/24,160129000012024NE002351,29423785000197,"HAGIL SERVICE DISTRIBUIDORA LTDA",RJ,RPNP,113,MG,1000000000,PREGAO,ORDINARIO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","3.187,80"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE002551,2024,04/12/24,160129000012024NE002551,20531237000106,"CONFIANCE COMERCIO VAREJISTA LTDA",SP,RPNP,105,MG,1000000000,PREGAO,ORDINARIO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","1.173,70"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903963,"SERVICOS GRAFICOS E EDITORIAIS",2024NE002548,2024,04/12/24,160129000012024NE002548,70999289000180,"SINAL MINAS LTDA",MG,RPNP,105,MG,1000000000,"DISPENSA DE LICITACAO",ORDINARIO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","2.200,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNADOM,I3DA,FUN,ADOM,"ADMINISTRACAO DE OM",339040,"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ",33904016,"OUTSOURCING DE IMPRESSAO",2024NE001004,2024,03/09/24,160129000012024NE001004,68533967000172,"PAPELARIA E COPIADORA COPYSUL LTDA.",MG,RPNP,197,MG,1000000000,PREGAO,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS","COMANDO DO EXERCITO",52121,"3.025,00","0,00","3.025,00","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160073,DGO,171460,I3DAFUNPUBL,I3DA,FUN,PUBL,"PUBLICACOES EDITAIS, EXTRATOS E CONVOCACOES",339139,"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA (INTRA)",33913990,"SERVICOS DE PUBLICIDADE LEGAL",2025NE000089,2025,25/02/25,160129000012025NE000089,115406,"EMPRESA BRASIL DE COMUNICACAO S.A",,ANO,22,MG,1000000000,INEXIGIBILIDADE,GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",0004,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155","COMANDO DO EXERCITO",52121,"3.124,80","0,00","3.124,80","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160129,ESA,171404,G2DPDSVDESL,G2DP,DSV,DESL,"DSLC A SV DIVERSOS A CARGO DO GAB",339015,"DIARIAS - PESSOAL MILITAR",33901514,"DIARIAS NO PAIS",2025NE000010,2025,24/01/25,160129000012025NE000010,160129,,,ANO,54,MG,1000000000,"NAO SE APLICA",ESTIMATIVO,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",000A,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"995,00","0,00","995,00","0,00"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2000,"ADMINISTRACAO DA UNIDADE",160129,ESA,171404,GPDPDSVPAME,GPDP,DSV,PAME,"DSLC A SV PREP ADM MIS EXT",339015,"DIARIAS - PESSOAL MILITAR",33901514,"DIARIAS NO PAIS",2025NE000033,2025,10/02/25,160129000012025NE000033,160129,,,ANO,37,MG,1000000000,"NAO SE APLICA",GLOBAL,2,"PRIMARIO DISCRICIONARIO",A,"INICIAL (LOA)",000A,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","732,50"
