UG,NOME_UG,ICFEX,NOME_ICFEX,T_COMANDO,T_RM,T_CIDADE,PROGRAMA,ACAO,NOME_ACAO,UGR,NOME_UGR,PTRES,PI,NOME_PI,ND,NOME_ND,NDSI,NOME_NDSI,NE,ANO,DATA,CHAVE,FAV,NOME_CREDOR,UF_FAV,TIPO,DIAS,UF_UG,FONTE,MOD_LIC,TIPO_NE,RP,NOME_RP,TIPO_CREDITO,NOME_TIPO_CREDITO,PO,AUTOR_EMENDA,NOME_AUTOR_EMENDA,LOCAL,UO,NOME_UO,RADPI4,MEIPI3,SUFPI4,A_LIQUIDAR,LIQUIDADO_A_PAGAR,TOTAL_A_PAGAR,PAGO
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000885,2024,15/05/24,167129000012024NE000885,41733464000194,"SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA",MG,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","5.531,87"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000886,2024,15/05/24,167129000012024NE000886,41733464000194,"SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA",MG,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","345,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000914,2024,29/05/24,167129000012024NE000914,41733464000194,"SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA",MG,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","935,00","935,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000915,2024,29/05/24,167129000012024NE000915,12021151000105,"DIAG SOLUTION ARTIGOS MEDICOS LTDA",PR,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","479,00","479,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000916,2024,29/05/24,167129000012024NE000916,09686716000169,"PROCELA PARTICIPACOES LTDA",MG,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"360,00","0,00","360,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903011,"MATERIAL QUIMICO",2024NE000917,2024,29/05/24,167129000012024NE000917,04625702000111,"GLOBAL LAB DIAGNOSTICA LTDA",MG,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","2.915,00","2.915,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE000781,2024,13/05/24,167129000012024NE000781,49709450000147,"DALO EMPREENDIMENTOS LTDA",PR,ANO,36,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"523,60","0,00","523,60","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000883,2024,15/05/24,167129000012024NE000883,12021151000105,"DIAG SOLUTION ARTIGOS MEDICOS LTDA",PR,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","159,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000884,2024,15/05/24,167129000012024NE000884,09686716000169,"PROCELA PARTICIPACOES LTDA",MG,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"1.900,00","0,00","1.900,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000886,2024,15/05/24,167129000012024NE000886,41733464000194,"SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA",MG,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","4.980,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000887,2024,15/05/24,167129000012024NE000887,12021151000105,"DIAG SOLUTION ARTIGOS MEDICOS LTDA",PR,ANO,34,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","2.300,50"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000914,2024,29/05/24,167129000012024NE000914,41733464000194,"SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA",MG,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","550,00","550,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903035,"MATERIAL LABORATORIAL",2024NE000916,2024,29/05/24,167129000012024NE000916,09686716000169,"PROCELA PARTICIPACOES LTDA",MG,ANO,20,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"210,00","0,00","210,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903036,"MATERIAL HOSPITALAR",2024NE000574,2024,22/03/24,167129000012024NE000574,26645437000176,"ARMADA ARTIGOS MILITARES LTDA",DF,ANO,88,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","4.000,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903036,"MATERIAL HOSPITALAR",2024NE000772,2024,07/05/24,167129000012024NE000772,23615514000157,"HEALTH CLEAN COMERCIAL LTDA",MG,ANO,42,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"3.809,45","0,00","3.809,45","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903036,"MATERIAL HOSPITALAR",2024NE000776,2024,10/05/24,167129000012024NE000776,50694319000132,"L F DISTRIBUIDORA DE MATERIAIS MEDICOS LTDA",RS,ANO,39,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","1.695,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903036,"MATERIAL HOSPITALAR",2024NE000777,2024,10/05/24,167129000012024NE000777,42587791000148,"CSMED PRODUTOS MEDICO-HOSPITALARES LTDA",PR,ANO,39,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"1.536,00","0,00","1.536,00","0,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903036,"MATERIAL HOSPITALAR",2024NE000778,2024,10/05/24,167129000012024NE000778,48039993000131,"CIRURGICA MORENA COMERCIO DE MATERIAL MEDICO HOSPITALAR",MS,ANO,39,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","230,00"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFCTUGPD,"UNIDADE GESTORA DE PRODUCAO",339030,"MATERIAL DE CONSUMO",33903043,"MATERIAL P/ REABILITACAO PROFISSIONAL",2024NE000748,2024,16/04/24,167129000012024NE000748,01592547000196,"ESSENCIAL COSMETICOS INDUSTRIA LTDA",SP,ANO,63,MG,1050000142,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FCT,UGPD,"0,00","0,00","0,00","990,60"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFUNADOM,"FUNADOM - DPGO",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE000427,2024,08/03/24,167129000012024NE000427,06014820000119,"VENUS COSMETICOS LTDA",SP,ANO,102,MG,1123000000,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS",52921,"FUNDO DO EXERCITO",D8SA,FUN,ADOM,"0,00","0,00","0,00","3.395,70"
167129,ESA,160533,"4º CGCFEX",CML,"4ª RM","Três Corações",0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215842,D8SAFUNADOM,"FUNADOM - DPGO",339030,"MATERIAL DE CONSUMO",33903022,"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO",2024NE000585,2024,27/03/24,167129000012024NE000585,09630087000155,"OLITHIER COMERCIO DE MATERIAIS E MERCADORIAS LTDA",RS,ANO,83,MG,1123000000,PREGAO,ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0003,000000000000,"SEM EMENDA","ESCOLA DE SARGENTOS DAS ARMAS - AV. SETE DE SETEMBRO, 628 - CENTRO, TRÊS CORAÇÕES - MG, 37410-155",52921,"FUNDO DO EXERCITO",D8SA,FUN,ADOM,"0,00","0,00","0,00","2.295,00"
