UG,SIGLA,CGCFEX,RM,COMANDO,CIDADE,UF,PROGRAMA,AÇÃO,"NOME ACAO",UGR,"NOME UGR",PTRES,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI","NOME PI",ND,"NOME ND",NDSI,"NOME NDSI",NE,ANO,DATA,CHAVE,FAV,"NOME CREDOR","UF FAV",TIPO,DIAS,"UF UG",FONTE,"MOD LIC","TIPO NE",RP,"NOME RP","TIPO CREDITO","NOME TIPO CREDITO",PO,"AUTOR EMENDA","NOME AUTOR EMENDA",LOCAL,"NOME UO",UO,"A LIQUIDAR","LIQUIDADO A PAGAR","TOTAL A PAGAR",PAGO
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000493,2024,14/03/24,167129000012024NE000493,10899734000108,"CENTRO VARGINHENSE DE MEDICINA NUCLEAR LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","454,65"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000494,2024,14/03/24,167129000012024NE000494,41833129000168,"MARINA T. M. FERREIRA CONSULTORIO DE PSICOLOGIA LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","2.200,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000495,2024,14/03/24,167129000012024NE000495,08986188000109,"UNIDENS DENSITOMETRIA OSSEA LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","282,82"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000496,2024,14/03/24,167129000012024NE000496,11010999000257,"CIENTIFICA PRESTACAO DE SERVICOS ODONTOLOGICOS LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","1.562,54"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000497,2024,14/03/24,167129000012024NE000497,50247694000134,"IMUNA LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","130,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000498,2024,14/03/24,167129000012024NE000498,42855999000362,"UNIMED TRES CORACOES COOPERATIVA DE TRAB MEDICO LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","173.409,19"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000499,2024,14/03/24,167129000012024NE000499,01509731000391,"INSTITUTO SUL MINEIRO DE RESSONANCIA MAGNETICA LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","3.147,71"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000501,2024,14/03/24,167129000012024NE000501,11876320000126,"PRESSAUDE - PRESTACAO DE SERVICOS EM SAUDE LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","92,61"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000539,2024,14/03/24,167129000012024NE000539,42855999000362,"UNIMED TRES CORACOES COOPERATIVA DE TRAB MEDICO LTDA",MG,ANO,271,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","15.260,50"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000540,2024,15/03/24,167129000012024NE000540,22705870000107,"ANGELA MARIA SANTOS SILVA 85991287600",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","400,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000541,2024,15/03/24,167129000012024NE000541,04648489000163,"CENTRO DE CARDIOLOGIA DE TRES CORACOES LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","4.425,39"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000542,2024,15/03/24,167129000012024NE000542,25643420000117,"CENTRO TOMOGRAFICO DE TRES CORACOES LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","910,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000543,2024,15/03/24,167129000012024NE000543,20382743000180,"CLINICA DE FRATURAS E ORTOPEDIA DE VARGINHA LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","185,22"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000544,2024,15/03/24,167129000012024NE000544,05461861000190,"ANALYSIS SAUDE INTEGRATIVA LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","700,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000545,2024,15/03/24,167129000012024NE000545,08278883000108,"CLINICA MEDICA ANGIOPLAST LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","185,22"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000546,2024,15/03/24,167129000012024NE000546,14233622000174,"CLINICA MEDICA SCHLEMPER LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","353,09"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000547,2024,15/03/24,167129000012024NE000547,02668731000135,"CLINICA TRICORDIANA DE ANESTESIOLOGIA LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","550,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000548,2024,15/03/24,167129000012024NE000548,19863357000121,"ELISA CONCEICAO MAIA AMARAL",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","1.716,00"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000549,2024,15/03/24,167129000012024NE000549,19625870000184,"HOSPITAL SAO LUCAS DE TRES CORACOES LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","11.831,63"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000550,2024,15/03/24,167129000012024NE000550,22073381000171,"HOSPITAL VAZ MONTEIRO DE ASSISTENCIA A INFANCIA E A MAT",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","118,44"
167129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,0032,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS",167505,DGP,215845,D8SAFUSOCSA,D8SA,FUS,OCSA,"ORGANIZACAO CIVIL DE SAUDE",339039,"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA",33903950,"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS",2024NE000551,2024,15/03/24,167129000012024NE000551,11708426000110,"INSTITUTO OTORRINOLARINGOLOGICO SUL MINEIRO LTDA",MG,ANO,270,MG,1005000142,INEXIGIBILIDADE,ESTIMATIVO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0007,000000000000,"SEM EMENDA",CLINICA/CONSULTÓRIO/HOSPITAL,"FUNDO DO EXERCITO",52921,"0,00","0,00","0,00","660,00"
